한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방,인구,면적,인구밀도,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,기간_2015,기간_2016,기간_2017,기간_2018,기간_2019
78,112,30,14,32,29,26,24,14,4,17,6,13,0,4,5,7,10,7,30606,2.06,14857,31,1168,5372,2438,104.5,51.0,0,1,0,0,0
69,72,35,17,27,42,18,15,15,11,11,11,5,5,7,3,2,6,3,24982,1.23,20311,17,1119,4489,2319,101.0,55.0,0,1,0,0,0
34,28,29,13,19,22,6,9,7,7,4,7,0,1,5,4,3,5,3,15247,1.05,14521,6,590,1677,895,107.5,54.0,0,1,0,0,0
93,75,27,46,41,31,24,25,15,11,11,10,7,62,19,7,7,13,1,19418,0.81,23973,21,1255,3790,2006,114.5,57.5,0,1,0,0,0
32,49,26,2,3,3,9,3,4,2,7,3,0,1,1,2,0,3,0,18985,12.68,1497,11,667,9411,2687,95.75,56.5,0,1,0,0,0
91,11,96,36,32,45,14,21,21,12,27,12,7,4,5,6,4,12,7,30431,1.0,30431,34,1517,8836,4156,89.75,42.5,0,1,0,0,0
7,6,43,12,1,23,5,15,8,0,7,1,0,5,4,1,0,4,0,23491,1.35,17401,11,452,2841,1481,103.0,58.0,0,1,0,0,0
44,0,68,50,6,19,13,14,8,5,3,10,3,1,1,5,1,9,3,19259,1.28,15046,18,922,7073,3705,104.75,54.75,0,1,0,0,0
144,11,36,567,36,37,30,41,11,9,29,3,4,4,6,19,4,39,3,20561,1.43,14378,101,3594,32423,15991,114.75,59.25,0,1,0,0,0
24,2,29,77,15,23,13,17,7,2,5,6,4,8,6,4,1,6,1,12961,1.01,12833,21,677,2727,1498,113.75,55.75,0,1,0,0,0
110,22,68,26,25,41,14,20,15,24,13,11,3,0,11,13,8,9,9,17202,0.7,24574,49,1767,14930,6352,94.75,48.25,0,1,0,0,0
155,53,85,22,49,40,18,16,19,17,19,9,12,2,13,13,10,11,5,27735,1.93,14370,49,1957,17422,7749,92.5,49.25,0,1,0,0,0
41,33,50,13,7,26,18,10,19,0,14,4,8,0,4,3,2,7,0,24055,2.4,10023,21,1222,13934,4542,111.5,47.75,0,1,0,0,0
102,39,107,21,23,59,12,33,22,10,21,10,28,7,6,8,6,18,2,26497,0.98,27038,45,2384,14073,6199,104.5,48.0,0,1,0,0,0
100,22,51,31,33,49,13,19,16,18,16,8,8,2,7,6,2,14,3,21956,0.67,32770,46,1670,10580,4697,99.5,46.75,0,1,0,0,0
160,15,119,25,27,44,20,34,19,13,29,13,22,2,5,15,10,16,7,21388,1.42,15062,97,3626,29810,11754,103.5,48.5,0,1,0,0,0
191,12,171,39,33,49,20,39,17,13,34,19,5,1,3,17,11,19,4,21239,1.24,17128,93,4406,48060,18861,90.75,44.25,0,1,0,0,0
408,32,214,32,105,47,31,48,30,55,63,19,17,2,9,34,23,33,7,30123,2.93,10281,158,7466,74335,28598,100.25,47.25,0,1,0,0,0
165,4,100,53,71,39,17,37,18,16,32,15,1,3,5,21,10,24,2,29019,0.88,32976,77,2916,27163,13618,94.0,45.75,0,1,0,0,0
217,103,88,30,65,49,24,31,26,28,41,25,28,3,9,19,17,22,5,47744,5.76,8289,112,3631,46647,15690,90.25,47.25,0,1,0,0,0
292,66,110,131,50,41,32,35,18,48,38,17,52,1,11,14,21,17,8,23796,7.58,3139,88,5257,50006,15658,100.0,44.75,0,1,0,0,0
175,23,95,12,56,30,23,27,25,28,27,15,6,4,7,10,7,8,3,35035,1.76,19906,45,2273,16956,6749,97.25,46.5,0,1,0,0,0
30,42,22,4,6,21,7,5,11,3,6,3,2,1,2,3,2,1,2,13419,0.46,29172,9,535,1685,919,102.0,51.75,0,1,0,0,0
83,83,50,35,30,56,16,17,15,7,10,15,0,5,12,6,4,5,2,25038,0.64,39122,22,1008,2758,1535,107.25,56.75,0,1,0,0,0
46,26,32,16,20,21,9,8,8,8,7,6,2,2,4,4,2,3,3,14557,0.84,17330,9,617,1786,956,113.75,53.25,0,1,0,0,0
128,99,30,3,29,28,36,17,16,6,11,9,15,6,42,6,9,4,2,24569,1.06,23178,18,3238,11683,4006,114.0,50.75,0,1,0,0,0
128,38,32,13,58,22,18,37,10,22,28,14,0,1,4,15,14,9,12,12722,1.11,11461,68,1088,11474,5792,84.0,51.0,0,1,0,0,0
62,72,47,9,12,21,15,10,8,11,13,6,9,0,1,4,3,3,1,17231,1.98,8703,15,1546,7815,3101,106.5,49.25,0,1,0,0,0
132,97,46,11,22,26,14,16,9,14,19,9,12,3,7,7,8,8,3,17024,0.89,19128,57,2198,17103,6376,86.0,50.0,0,1,0,0,0
155,105,44,43,49,29,28,31,18,22,16,12,25,8,6,14,7,7,5,19378,1.18,16422,36,2626,18337,6722,96.75,48.5,0,1,0,0,0
218,296,70,18,30,15,36,20,9,26,38,9,39,2,2,14,15,7,3,12142,1.03,11788,63,5056,45871,16505,85.5,50.75,0,1,0,0,0
32,56,14,8,10,18,13,7,8,3,4,3,7,6,4,2,3,3,1,12005,0.68,17654,6,695,2453,1065,105.25,47.0,0,1,0,0,0
42,36,55,10,9,27,10,9,19,3,10,6,4,1,7,4,1,9,1,24845,1.95,12741,18,825,3046,1690,87.75,50.0,0,1,0,0,0
39,66,33,15,14,27,14,5,10,2,7,4,0,4,4,2,2,4,3,16917,0.41,41261,5,780,2440,1386,91.0,52.5,0,1,0,0,0
156,61,109,18,62,41,23,21,11,16,18,10,7,6,6,7,6,9,1,22878,0.72,31775,36,1906,11693,6295,89.0,50.25,0,1,0,0,0
116,57,38,27,39,30,43,19,13,13,15,8,82,10,8,6,6,5,7,17059,2.32,7353,22,2055,15156,5695,115.25,49.75,0,1,0,0,0
7,59,14,5,6,14,11,5,9,1,1,4,3,0,1,1,0,2,1,16921,0.57,29686,8,375,1037,537,111.25,50.5,0,1,0,0,0
106,56,40,101,16,37,23,28,13,9,16,14,2,7,12,11,4,18,3,14708,0.59,24929,40,1451,8783,4403,85.25,50.5,0,1,0,0,0
15,52,29,17,4,21,5,7,11,2,6,4,1,3,7,1,0,7,0,25748,0.42,61305,13,582,1927,1140,80.0,49.75,0,1,0,0,0
48,0,53,43,57,42,17,24,14,5,6,8,0,16,12,4,3,17,4,37908,0.79,47985,23,968,3525,2273,107.25,52.25,0,1,0,0,0
56,111,34,197,14,25,12,20,9,2,8,3,5,2,4,5,0,18,2,13173,0.58,22712,21,1296,4987,2879,79.75,54.25,0,1,0,0,0
9,53,18,4,3,11,7,4,9,1,3,2,2,0,6,1,0,1,1,17007,0.49,34708,8,394,1788,932,98.75,47.75,0,1,0,0,0
8,36,23,5,1,13,7,9,8,0,2,5,0,2,4,1,0,5,0,23681,0.48,49335,7,398,2168,1371,99.0,46.5,0,1,0,0,0
145,34,68,79,105,84,19,52,17,29,31,18,5,3,6,15,10,21,6,16770,0.73,22973,90,1936,10556,5446,90.5,47.25,0,1,0,0,0
75,51,38,15,33,34,19,12,13,5,11,5,13,6,8,7,1,5,3,15069,0.56,26909,10,1303,5195,2513,103.75,48.0,0,1,0,0,0
163,75,50,38,72,53,29,42,17,17,22,14,5,15,18,12,10,6,2,27510,0.92,29902,52,1849,10526,5320,93.5,51.75,0,1,0,0,0
169,185,76,38,74,68,34,26,23,19,21,15,15,13,17,7,10,5,6,35073,1.73,20273,29,2163,9539,4313,105.75,50.5,0,1,0,0,0
84,31,36,34,17,23,14,9,9,2,17,7,10,3,6,5,1,12,2,18331,2.86,6409,39,1107,5286,2759,103.0,63.5,0,1,0,0,0
132,47,34,18,78,38,21,33,11,18,37,10,6,1,1,18,12,12,15,18211,1.33,13692,81,1462,12928,6014,91.0,51.0,0,1,0,0,0
72,134,33,20,19,39,26,17,20,11,11,13,15,9,10,5,2,7,1,28450,0.81,35123,12,1376,5062,2557,105.25,47.75,0,1,0,0,0
109,79,34,34,35,49,21,27,15,19,18,12,16,9,13,6,7,12,6,21147,1.36,15549,44,1594,7909,4096,90.75,50.75,0,1,0,0,0
62,130,36,15,27,41,27,10,21,8,8,4,7,5,7,4,4,2,4,22573,0.7,32247,10,1028,2643,1436,112.25,50.0,0,1,0,0,0
107,83,37,44,70,42,29,17,11,11,9,9,14,15,19,6,6,5,3,20533,0.67,30646,12,1606,5015,2455,123.0,50.5,0,1,0,0,0
35,70,18,12,20,17,13,9,13,1,3,2,10,1,4,4,2,2,2,13226,0.65,20348,5,804,3480,1417,113.25,57.25,0,1,0,0,0
50,45,27,6,15,27,10,12,12,4,11,8,8,1,4,3,2,5,1,19273,0.44,43802,7,732,2053,1032,95.25,49.25,0,1,0,0,0
54,105,36,14,12,28,13,14,13,9,11,12,8,2,6,6,4,5,4,24609,1.17,21033,17,900,2871,1360,104.0,58.5,0,1,0,0,0
68,47,14,7,22,21,18,15,5,4,10,8,5,1,6,6,7,2,3,17630,3.71,4752,13,667,4319,1893,108.75,55.5,0,1,0,0,0
64,85,34,10,21,29,23,10,16,4,12,8,3,4,9,3,7,4,5,27818,3.13,8888,15,929,4283,1649,94.5,53.5,0,1,0,0,0
121,155,65,37,42,61,31,32,27,16,22,16,10,13,15,8,9,7,9,43625,1.46,29880,30,2048,7309,3640,101.0,53.0,0,1,0,0,0
51,4,0,0,2,0,21,1,0,0,2,0,3,1,2,0,0,0,0,918,1.34,685,2,2865,10639,3125,111.0,64.75,0,1,0,0,0
90,83,71,45,35,70,26,19,26,28,12,14,19,6,10,8,6,14,9,35064,0.96,36525,37,1909,10539,4602,97.25,45.75,0,1,0,0,0
246,81,97,48,79,52,19,34,18,128,33,17,18,9,2,9,17,15,5,28395,1.13,25128,61,3598,28777,11826,86.75,43.25,0,1,0,0,0
48,92,22,10,17,30,7,9,12,11,12,4,8,6,7,5,5,4,4,14774,0.51,28969,17,881,3041,1444,83.5,46.25,0,1,0,0,0
52,88,40,11,22,28,10,13,13,13,10,9,8,5,7,1,5,7,4,19609,0.53,36998,13,951,4152,1883,101.5,50.5,0,1,0,0,0
71,162,39,18,34,34,18,9,15,9,10,6,5,3,6,2,5,3,3,22912,0.58,39503,11,948,2165,999,97.5,48.25,0,1,0,0,0
93,156,36,52,29,45,19,11,9,11,7,9,10,10,16,9,5,9,3,21128,0.89,23739,15,1373,4414,2028,103.75,50.0,0,1,0,0,0
79,65,67,78,9,48,10,16,17,20,14,8,16,0,7,7,6,7,2,21660,0.56,38679,35,1381,8917,3535,88.0,47.0,0,1,0,0,0
106,15,139,199,11,25,13,37,14,4,25,10,6,2,4,7,1,12,2,24043,2.2,10929,66,3823,24211,7759,60.25,38.75,0,1,0,0,0
107,36,36,19,32,39,7,11,13,16,17,7,12,1,2,7,8,8,2,16358,0.5,32716,42,1326,12889,4110,91.5,44.25,0,1,0,0,0
246,72,95,31,114,43,20,28,22,55,32,20,15,7,7,16,20,13,7,25446,0.8,31808,57,2969,22135,9423,90.75,45.5,0,1,0,0,0
126,102,76,26,54,77,15,30,30,21,27,18,25,3,13,12,10,11,8,33851,0.95,35633,36,2050,14868,4510,89.0,44.0,0,1,0,0,0
199,111,103,49,82,74,24,27,29,58,33,18,16,12,14,11,15,10,6,35420,0.95,37284,56,2663,13767,5682,99.5,44.75,0,1,0,0,0
117,434,70,23,51,62,15,20,25,33,22,7,13,3,11,9,12,11,4,26717,0.79,33819,46,2487,13710,5174,97.5,44.75,0,1,0,0,0
27,36,49,29,8,32,17,31,13,0,11,8,4,5,6,3,0,12,3,21974,0.53,41460,26,936,6088,2368,89.75,44.75,0,1,0,0,0
112,159,62,31,42,52,29,17,30,16,17,17,40,1,14,9,7,6,5,37069,1.65,22466,56,2427,16661,6518,96.75,47.0,0,1,0,0,0
12,3,22,70,1,12,9,8,5,0,6,2,2,4,2,3,0,3,1,19714,3.17,6219,12,516,4514,2107,114.75,58.5,0,1,0,0,0
18,32,46,6,7,14,2,14,2,0,7,2,0,1,4,3,0,8,1,17338,2.55,6799,11,329,2815,890,25.5,45.5,0,1,0,0,0
22,17,64,66,2,31,12,19,9,0,11,5,0,7,7,0,0,16,0,36853,2.18,16905,22,821,4616,2461,63.25,37.0,0,1,0,0,0
56,22,90,424,5,30,17,28,17,0,11,2,1,4,4,9,0,23,0,37067,1.49,24877,44,1580,10198,5971,93.75,63.0,0,1,0,0,0
14,21,53,10,4,21,11,9,11,0,5,7,0,3,9,1,1,6,2,30534,1.56,19573,9,503,2071,1290,75.5,40.75,0,1,0,0,0
127,520,46,186,9,33,17,32,10,3,17,10,1,4,3,13,3,26,0,17689,2.79,6340,67,2493,39676,15099,84.25,52.25,0,1,0,0,0
2,2,16,11,0,9,9,6,5,0,3,1,0,2,4,2,0,3,0,10516,0.6,17527,5,199,1194,656,124.75,66.75,0,1,0,0,0
328,54,105,51,161,92,21,46,31,74,47,35,19,21,12,15,18,16,19,30187,0.94,32114,67,3149,22442,9463,92.5,46.5,0,1,0,0,0
73,144,59,3,30,44,17,19,19,16,18,13,12,1,6,7,6,5,5,35834,1.37,26156,29,1426,10324,3724,80.75,43.5,0,1,0,0,0
65,69,24,15,19,32,14,14,13,11,6,7,5,9,8,4,2,4,5,18034,0.77,23421,8,770,2443,1335,109.0,50.75,0,1,0,0,0
54,70,44,23,15,32,12,11,18,11,13,15,7,4,6,3,3,5,3,25842,1.59,16253,17,1182,15395,9100,99.25,49.5,0,1,0,0,0
192,34,64,314,65,54,14,37,12,26,28,11,7,5,5,12,8,25,6,32960,1.41,23376,88,2943,20725,10149,75.0,46.0,0,1,0,0,0
73,90,58,21,29,44,19,14,17,13,16,12,6,5,7,5,6,7,4,31956,1.03,31025,23,1139,4094,1928,93.0,48.5,0,1,0,0,0
71,80,49,48,54,57,19,14,15,19,9,12,6,6,12,6,9,8,7,22005,0.53,41519,20,1242,4644,1967,94.25,47.5,0,1,0,0,0
87,69,48,26,39,68,20,21,20,16,12,16,10,7,19,9,4,11,3,27940,0.57,49018,28,1326,3853,2127,88.0,45.25,0,1,0,0,0
55,22,95,42,16,44,20,22,26,2,16,14,0,4,8,6,3,21,4,43987,1.81,24302,30,1525,10258,5818,86.0,46.5,0,1,0,0,0
120,153,47,46,69,65,29,15,13,22,12,11,23,28,19,9,8,4,18,23328,0.65,35889,10,1775,5063,2255,99.0,44.75,0,1,0,0,0
41,157,39,19,17,25,21,8,14,6,6,5,8,8,10,2,6,6,2,23542,0.61,38593,10,1239,3984,1673,100.75,47.75,0,1,0,0,0
46,135,11,16,18,28,28,12,8,5,8,5,12,6,11,2,4,2,1,18276,0.87,21007,10,958,4277,1715,106.75,45.25,0,1,0,0,0
75,150,26,10,37,47,10,11,9,14,12,13,11,7,9,6,4,4,1,20009,0.52,38479,14,1164,3745,1369,88.0,47.75,0,1,0,0,0
66,99,28,20,24,32,16,11,11,14,13,6,21,3,4,3,4,2,6,16391,0.69,23755,17,1010,4422,1791,93.75,48.0,0,1,0,0,0
36,64,16,7,12,12,7,4,4,7,4,2,2,7,9,2,4,2,2,7947,0.41,19383,2,1460,3231,1025,123.25,53.75,0,1,0,0,0
73,192,31,21,28,44,25,14,12,19,8,13,11,4,10,6,7,6,3,23493,1.19,19742,10,1391,5695,1954,89.75,45.0,0,1,0,0,0
77,26,59,22,43,36,7,12,11,18,9,11,17,6,11,4,3,11,2,21854,0.7,31220,27,1099,4929,2618,101.5,48.0,0,1,0,0,0
58,60,42,28,12,47,10,17,12,13,9,13,10,12,13,5,4,9,1,21492,0.52,41331,19,1104,3612,1966,89.25,46.0,0,1,0,0,0
57,237,54,29,33,49,37,20,22,12,13,11,10,8,12,4,5,8,4,52998,2.72,19485,18,1882,9536,3837,91.0,47.75,0,1,0,0,0
175,161,90,80,99,103,39,32,33,52,32,17,24,9,15,14,9,13,11,36314,1.01,35954,52,3122,14941,7061,88.75,44.25,0,1,0,0,0
18,16,49,11,2,17,8,10,13,0,8,5,0,4,6,0,0,7,1,25918,0.96,26998,10,738,5769,2935,73.5,45.0,0,1,0,0,0
45,85,34,13,10,39,12,16,12,7,10,10,7,5,6,6,3,13,8,31435,1.21,25979,16,991,4481,1998,90.0,46.0,0,1,0,0,0
218,70,68,18,137,46,20,26,16,38,28,10,13,2,6,11,10,6,4,21260,0.75,28347,70,3183,18621,7997,96.5,45.5,0,1,0,0,0
148,50,90,17,57,40,19,29,24,13,36,9,3,4,6,12,10,18,4,36518,1.55,23560,65,2306,21446,9552,86.0,48.0,0,1,0,0,0
79,51,38,29,43,42,24,19,9,16,13,12,9,18,9,20,2,6,6,17890,0.49,36510,9,1128,4251,2459,106.75,45.0,0,1,0,0,0
70,47,40,36,83,58,35,9,11,32,11,6,3,14,15,172,7,3,11,23028,0.55,41869,12,1390,4513,2348,86.75,42.25,0,1,0,0,0
117,137,61,16,74,50,34,23,16,56,21,12,23,4,9,65,10,4,11,30621,1.0,30621,22,2807,11203,4555,90.5,43.75,0,1,0,0,0
49,72,33,12,28,37,27,8,17,13,11,7,19,3,3,12,3,3,4,23089,0.89,25943,11,984,3334,1305,98.25,49.25,0,1,0,0,0
234,62,65,58,45,33,37,26,15,12,35,13,20,11,10,14,11,14,4,31830,1.49,21362,69,5403,40679,15712,86.0,47.75,0,1,0,0,0
84,62,37,33,42,47,40,14,24,24,14,9,5,9,7,14,9,9,8,21836,0.66,33085,17,1176,6721,2949,109.5,49.75,0,1,0,0,0
61,66,29,48,22,38,21,12,17,13,9,9,7,10,9,8,4,3,3,18110,0.48,37729,10,985,2745,1394,120.75,53.5,0,1,0,0,0
24,45,23,4,14,22,15,6,9,4,7,7,3,1,2,6,2,0,0,11556,0.35,33017,5,491,1691,951,98.0,49.0,0,1,0,0,0
33,62,16,8,16,16,19,8,8,11,2,4,6,1,1,22,3,1,2,15326,0.47,32609,7,655,3031,1171,99.0,47.75,0,1,0,0,0
89,68,73,14,26,43,25,13,15,21,10,8,20,4,5,8,1,5,3,21453,0.68,31549,24,1277,4697,2514,106.5,47.25,0,1,0,0,0
33,23,16,7,17,13,8,8,5,7,8,5,4,2,3,3,2,5,2,13031,0.64,20361,15,533,2676,1343,105.0,49.75,0,1,0,0,0
130,1047,44,15,33,20,21,17,14,6,15,7,21,3,4,10,4,5,3,17333,0.88,19697,34,3246,23475,9752,104.0,47.25,0,1,0,0,0
133,73,48,8,43,22,28,19,14,12,22,5,23,2,9,12,8,7,2,22602,3.0,7534,49,2154,19830,7540,91.5,47.75,0,1,0,0,0
638,24,143,85,126,50,84,88,17,10,68,30,8,9,7,56,17,40,5,34013,8.41,4044,279,7966,152605,57575,108.5,48.75,0,1,0,0,0
435,44,102,438,135,57,98,60,20,46,51,19,25,43,23,34,28,24,16,20933,1.26,16613,107,6524,39392,18595,111.0,52.5,0,1,0,0,0
84,76,43,230,25,31,36,17,12,19,21,8,3,10,11,26,3,8,5,26350,1.02,25833,29,1470,5715,2995,85.75,51.25,0,1,0,0,0
179,14,25,90,53,16,28,28,5,17,28,9,6,2,3,18,12,18,8,8762,1.19,7363,51,1673,18172,8600,106.75,53.25,0,1,0,0,0
70,63,47,21,28,43,26,17,14,4,8,17,6,3,4,4,5,4,2,16988,0.71,23927,13,836,2786,988,94.5,52.75,0,1,0,0,0
20,33,15,18,1,9,12,7,4,0,7,1,6,2,1,3,0,2,0,14507,2.8,5181,7,415,5077,1782,116.25,58.25,0,1,0,0,0
47,45,23,17,19,23,10,7,8,5,4,10,4,10,12,2,1,4,1,12862,0.28,45936,13,682,1568,741,100.25,51.0,0,1,0,0,0
27,37,23,7,20,21,17,8,9,2,8,7,2,5,6,2,2,7,2,12746,1.96,6503,31,574,2075,1034,86.5,48.25,0,1,0,0,0
136,37,65,11,35,21,14,21,11,13,18,11,8,3,2,13,4,6,3,14717,0.59,24944,40,1843,10407,4126,105.5,48.75,0,1,0,0,0
44,60,28,13,13,19,18,10,8,5,12,5,12,2,6,9,4,4,1,15512,0.71,21848,13,1190,7045,2527,107.0,46.75,0,1,0,0,0
54,10,53,63,22,30,21,12,9,2,9,5,3,12,11,7,1,20,2,29134,2.86,10187,24,823,3825,2184,126.0,60.0,0,1,0,0,0
12,58,21,1,1,8,5,4,6,0,4,4,6,4,1,1,0,1,1,9380,1.22,7689,6,340,821,276,120.75,66.75,0,1,0,0,0
93,10,20,248,129,18,16,8,8,4,17,10,8,2,1,15,1,19,1,8806,0.57,15449,45,1714,8286,3882,111.5,58.5,0,1,0,0,0
42,20,38,21,53,15,9,6,10,2,12,3,0,4,2,4,0,23,1,11004,0.86,12795,54,733,3216,1341,72.5,51.75,0,1,0,0,0
119,73,61,24,47,44,38,49,18,11,18,9,11,12,10,8,3,11,5,21913,0.91,24080,72,1915,9433,5094,101.25,49.75,0,1,0,0,0
261,24,137,96,55,28,58,36,18,19,32,5,15,2,4,19,8,19,1,16463,2.9,5677,106,4892,31880,12864,115.5,50.0,0,1,0,0,0
140,47,101,57,61,30,42,14,14,10,17,10,8,3,7,16,3,24,6,23434,3.01,7785,75,2055,16649,7122,93.25,49.75,0,1,0,0,0
22,43,15,4,2,6,13,6,5,0,6,1,3,0,0,1,1,3,0,9566,0.44,21741,16,469,2300,988,95.75,57.0,0,1,0,0,0
54,52,40,14,14,26,23,18,13,2,15,8,5,6,9,4,2,5,2,19308,0.86,22451,22,840,5493,3225,99.0,59.0,0,1,0,0,0
145,85,48,29,93,56,26,18,17,42,16,16,4,7,11,11,12,13,7,25974,0.97,26777,30,1419,4944,2796,92.5,47.0,0,1,0,0,0
119,90,50,63,59,67,30,35,13,25,21,16,6,8,16,6,9,14,8,30930,0.96,32219,42,1594,6148,3553,84.25,47.0,0,1,0,0,0
33,170,44,21,15,52,21,25,16,3,16,9,10,3,8,5,1,9,0,34302,1.38,24857,18,1209,5252,2888,88.75,49.5,0,1,0,0,0
120,295,71,15,38,54,31,19,18,16,18,12,19,3,8,8,8,8,7,33068,1.79,18474,26,1900,9821,5017,95.0,51.75,0,1,0,0,0
188,98,119,262,75,86,40,47,20,26,29,18,7,58,20,14,10,17,6,33485,0.85,39394,57,2553,8019,4527,89.5,48.5,0,1,0,0,0
120,106,92,40,42,66,28,27,23,23,19,20,2,12,11,6,7,12,4,42833,3.13,13685,30,1640,6326,3812,97.0,50.5,0,1,0,0,0
106,98,49,40,34,64,25,22,16,6,14,13,8,36,17,3,3,6,5,29881,1.38,21653,19,1347,4290,2433,98.75,51.0,0,1,0,0,0
48,71,28,16,33,23,23,11,8,5,1,6,3,9,8,4,2,5,2,16048,1.29,12440,6,727,2695,934,138.75,56.75,0,1,0,0,0
58,127,60,26,27,61,19,18,18,16,14,11,9,6,9,7,5,6,6,28410,0.84,33821,23,1290,3909,1904,91.75,46.5,0,1,0,0,0
28,112,32,10,10,35,16,9,16,1,9,12,7,3,9,2,0,4,0,22255,1.0,22255,9,1639,3686,1347,94.5,49.0,0,1,0,0,0
140,233,118,45,87,108,40,31,25,25,34,22,28,10,15,10,12,14,7,50604,1.16,43624,43,2523,7933,3915,84.25,47.0,0,1,0,0,0
99,93,79,52,39,58,24,30,14,15,20,13,3,5,13,8,7,8,6,27790,1.2,23158,29,1680,7696,4062,98.0,49.5,0,1,0,0,0
33,63,34,12,13,31,11,14,9,9,4,6,3,2,8,3,3,1,2,19972,0.78,25605,9,610,1823,1065,88.25,55.5,0,1,0,0,0
160,115,56,83,98,66,27,29,20,39,18,23,15,18,18,8,13,10,9,27152,0.63,43098,24,1815,4965,2780,104.75,51.0,0,1,0,0,0
72,99,44,19,35,41,19,18,15,10,18,9,6,6,9,6,9,6,5,19422,0.81,23978,14,1130,4192,1796,100.75,49.25,0,1,0,0,0
99,101,72,90,12,47,34,23,25,2,24,20,2,6,16,8,2,29,2,53811,11.53,4667,50,1539,8504,4442,60.0,44.5,0,1,0,0,0
77,8,17,22,11,8,11,19,3,4,7,4,2,2,3,5,2,9,0,4780,0.54,8852,51,770,14215,3421,97.5,55.75,0,1,0,0,0
21,12,18,6,1,4,5,2,3,1,8,5,1,0,0,2,0,2,1,4748,0.35,13566,8,302,3612,2108,157.75,60.75,0,1,0,0,0
9,350,10,0,1,11,5,4,7,1,3,4,2,2,1,1,0,2,2,8516,0.36,23656,5,573,1472,716,103.5,63.0,0,1,0,0,0
29,15,15,14,13,9,10,11,9,1,10,2,8,0,0,5,1,3,0,11044,2.27,4865,33,575,3690,1794,90.25,54.25,0,1,0,0,0
342,15,64,44,101,26,32,43,11,12,29,13,4,4,2,25,9,20,1,10013,1.23,8141,136,3489,53850,22208,109.75,53.75,0,1,0,0,0
59,8,4,67,7,1,13,15,1,0,6,0,0,0,0,4,0,10,0,3118,1.49,2093,77,751,4823,2475,78.0,52.5,0,1,0,0,0
21,19,15,6,7,14,12,4,4,0,8,4,1,1,0,1,1,3,1,7109,0.23,30909,2,533,1587,871,100.25,51.25,0,1,0,0,0
95,29,31,28,33,16,30,17,9,15,19,8,0,4,4,6,7,6,4,10148,0.35,28994,26,1881,6819,3623,110.5,42.0,0,1,0,0,0
100,15,17,16,31,9,16,19,4,4,18,7,4,0,2,11,3,14,2,8927,0.78,11445,84,1248,16032,9349,94.25,52.25,0,1,0,0,0
915,12,133,261,313,36,151,106,21,48,78,29,9,21,7,61,35,39,8,8727,2.35,3714,378,15970,110743,44602,127.75,58.75,0,1,0,0,0
287,18,78,89,42,19,54,52,6,10,23,12,3,5,8,10,11,6,1,5775,0.6,9625,80,7691,23392,8933,129.5,57.5,0,1,0,0,0
107,9,33,66,20,14,30,21,4,10,6,9,0,3,6,13,7,5,7,6590,0.31,21258,14,2273,6340,3225,110.0,50.5,0,1,0,0,0
64,27,15,12,13,22,20,10,7,5,2,3,0,6,5,5,3,4,2,10701,0.26,41158,7,872,2429,1358,125.75,60.0,0,1,0,0,0
12,25,15,1,0,11,5,3,5,0,2,4,1,3,3,1,0,1,0,7753,0.23,33709,4,283,874,414,94.5,53.25,0,1,0,0,0
72,16,29,27,14,15,19,22,10,1,8,3,1,9,8,5,1,17,1,14111,2.57,5491,62,1009,6415,2892,90.0,56.0,0,1,0,0,0
52,17,32,15,27,18,11,9,10,3,6,3,4,2,5,7,3,6,2,19457,8.87,2194,20,708,2990,1585,99.0,55.0,0,1,0,0,0
179,34,41,31,104,35,23,45,15,15,24,17,2,1,6,17,11,12,10,20405,1.12,18219,111,1736,9026,4401,95.5,51.0,0,1,0,0,0
304,27,60,1244,66,17,80,43,7,15,32,5,6,19,5,14,13,14,2,6031,0.74,8150,104,9380,38813,17610,118.0,49.75,0,1,0,0,0
77,50,29,17,27,22,25,13,11,16,10,5,7,3,4,4,4,4,1,15956,0.51,31286,19,1387,9577,5077,100.5,52.0,0,1,0,0,0
47,39,28,15,9,22,10,8,6,3,6,6,1,2,7,3,6,4,3,11642,0.26,44777,15,970,4035,2024,95.75,48.25,0,1,0,0,0
433,1,100,265,67,61,70,92,5,9,67,16,0,3,1,44,16,30,3,3524,0.99,3560,252,6778,115866,51709,129.5,53.25,0,1,0,0,0
277,3,21,412,28,17,39,35,2,6,37,6,0,2,1,26,7,26,1,2596,0.95,2733,137,3929,65041,27289,119.0,62.0,0,1,0,0,0
100,37,34,33,42,19,14,12,9,13,5,8,4,5,5,6,3,3,4,10164,0.39,26062,10,1283,3942,2075,99.5,51.5,0,1,0,0,0
114,22,96,148,44,23,82,32,10,22,23,12,5,5,3,17,8,11,1,9429,0.55,17144,35,12117,27836,16073,116.75,51.0,0,1,0,0,0
56,43,38,28,17,32,13,11,12,7,10,7,3,3,7,1,2,8,3,18796,0.48,39158,14,854,3563,1943,100.0,52.5,0,1,0,0,0
247,4,48,77,55,8,68,36,5,13,24,8,1,2,1,16,19,5,0,1826,0.6,3043,81,9442,29762,10833,152.5,61.0,0,1,0,0,0
