한식,용달운송,부동산,옷가게,주점,미용실,슈퍼마켓,분식,세탁소,노래방,편의점,치킨집,카센터,과일채소가게,정육점,중국집,당구장,빵집,pc방,인구,면적,인구밀도,음료점,사업체수,총종사자수,총여성종사자수,운영평균,폐업평균,기간_2015,기간_2016,기간_2017,기간_2018,기간_2019
896,12,113,254,302,38,120,119,18,47,88,29,8,22,6,63,39,34,9,8462,2.35,3601,400,15603,109824,43437,131.75,61.25,0,0,0,1,0
268,14,73,91,37,16,49,55,5,10,21,14,2,5,8,13,12,7,1,5597,0.6,9328,86,7461,24713,9497,134.5,61.0,0,0,0,1,0
99,9,34,56,19,13,25,19,4,8,8,10,0,3,6,15,7,4,7,6237,0.31,20119,18,2259,6591,3375,114.25,54.0,0,0,0,1,0
62,29,14,11,12,18,20,12,7,5,2,3,0,5,5,5,3,3,2,10015,0.26,38519,9,856,2166,1177,132.25,61.75,0,0,0,1,0
12,23,15,0,0,11,4,3,4,0,3,3,1,3,3,1,0,2,0,7439,0.23,32343,6,264,851,392,101.0,56.75,0,0,0,1,0
66,15,28,29,13,13,18,21,5,1,10,3,1,8,7,6,0,18,1,13293,2.57,5172,63,998,6282,3100,95.25,58.25,0,0,0,1,0
47,18,31,15,21,19,11,12,8,2,10,3,4,2,7,5,3,5,2,19105,8.87,2154,19,751,3565,1895,107.5,58.0,0,0,0,1,0
164,23,47,34,89,32,16,48,16,17,30,23,2,3,5,21,10,10,12,20366,1.12,18184,109,1723,8855,4454,100.5,53.0,0,0,0,1,0
281,22,61,1090,48,13,64,56,6,10,40,11,4,20,8,19,12,16,1,6057,0.74,8185,93,8744,36734,17080,128.25,53.25,0,0,0,1,0
78,69,23,23,26,18,21,17,11,17,15,8,7,3,4,4,5,6,1,15113,0.51,29633,22,1407,8569,4318,100.75,55.0,0,0,0,1,0
45,38,28,16,8,25,9,6,5,4,10,7,1,4,8,4,5,3,3,11219,0.26,43150,14,976,4151,2203,106.5,50.25,0,0,0,1,0
439,2,87,226,70,57,68,94,6,10,71,16,0,3,1,51,14,31,2,3470,0.99,3505,260,6765,110677,50997,137.5,55.5,0,0,0,1,0
270,5,19,384,27,19,30,33,3,4,39,8,0,2,0,28,8,27,1,2936,0.95,3091,147,3804,60990,26585,127.25,64.75,0,0,0,1,0
99,36,29,28,37,24,11,12,6,9,7,10,3,4,5,4,3,3,5,9691,0.39,24849,12,1171,3830,2027,105.5,54.0,0,0,0,1,0
109,20,98,56,26,26,67,45,7,19,26,13,4,4,2,18,7,9,1,9419,0.55,17125,43,11568,30506,17144,122.75,54.5,0,0,0,1,0
49,42,38,25,10,34,12,11,11,6,11,8,3,3,8,0,3,7,4,17973,0.48,37444,12,830,3529,1903,105.0,56.25,0,0,0,1,0
240,8,52,72,62,8,56,30,4,10,27,7,1,2,0,17,19,3,0,1901,0.6,3168,83,9028,32091,11631,159.5,63.25,0,0,0,1,0
65,8,10,9,10,7,5,7,3,2,14,5,0,1,1,5,3,8,1,5653,1.36,4157,21,805,8878,3745,122.5,57.75,0,0,0,1,0
86,26,26,2,23,20,16,13,6,6,11,8,2,6,5,5,4,7,1,12980,0.48,27042,33,978,6967,3518,102.25,59.0,0,0,0,1,0
25,54,23,15,13,19,9,4,7,3,6,5,0,3,3,2,3,3,2,14844,0.34,43659,11,865,4469,1762,101.5,49.75,0,0,0,1,0
162,6,30,4,56,14,18,27,4,18,27,6,2,1,1,13,7,8,7,5045,1.14,4425,75,2994,24414,10243,127.0,54.25,0,0,0,1,0
148,33,34,36,19,23,30,24,5,7,14,7,2,22,19,2,5,2,0,13380,0.33,40545,12,1900,5961,2535,125.0,64.25,0,0,0,1,0
232,3,19,839,23,19,93,51,9,11,38,9,2,7,4,26,6,23,1,5952,0.84,7086,122,9122,48764,24084,140.0,61.25,0,0,0,1,0
59,114,24,11,17,37,21,11,10,5,10,4,12,3,7,6,1,3,1,18334,0.99,18519,12,1120,3873,2115,102.25,46.25,0,0,0,1,0
208,239,61,61,67,76,36,42,25,43,28,16,21,19,29,12,12,13,11,31792,2.88,11039,42,3801,12042,5762,108.75,49.0,0,0,0,1,0
129,164,43,35,38,58,27,22,20,21,19,10,11,9,15,6,8,8,3,26482,0.73,36277,20,2006,6355,3108,108.0,47.25,0,0,0,1,0
172,160,55,55,72,67,26,38,14,50,17,16,11,13,13,8,18,8,13,27139,1.67,16251,30,2130,6966,3444,100.75,47.5,0,0,0,1,0
59,121,35,11,25,35,18,7,15,9,11,3,7,3,3,4,5,3,2,20730,1.11,18676,14,1166,3853,1750,96.75,49.0,0,0,0,1,0
41,107,14,13,13,22,9,9,7,5,5,6,9,0,2,3,4,0,3,10071,0.64,15736,4,826,3129,1165,108.75,50.5,0,0,0,1,0
99,112,44,40,38,49,20,20,10,22,12,13,11,23,15,3,7,7,3,22258,0.87,25584,15,1470,4514,2445,110.5,49.75,0,0,0,1,0
173,204,82,55,72,74,43,37,29,29,26,17,6,16,24,7,8,15,8,36558,1.01,36196,32,2544,7882,4156,101.75,48.0,0,0,0,1,0
104,155,55,41,32,53,22,30,22,19,20,8,7,5,10,4,5,8,3,36233,1.2,30194,32,1562,5908,3089,92.5,50.0,0,0,0,1,0
96,453,44,35,39,45,19,20,15,26,14,11,16,3,8,9,9,3,5,20355,0.7,29079,14,1776,4882,2276,98.5,49.0,0,0,0,1,0
31,114,31,72,11,41,21,16,16,10,16,6,7,2,5,5,4,6,3,25619,0.85,30140,30,1179,6352,3012,83.75,48.0,0,0,0,1,0
246,71,59,60,91,37,22,27,18,67,28,17,21,3,5,9,16,3,15,19243,0.68,28299,38,2079,9409,4355,103.75,48.5,0,0,0,1,0
108,249,39,24,34,53,21,18,17,15,16,23,10,2,6,9,6,11,6,41264,2.53,16310,30,1994,10685,4558,92.5,49.0,0,0,0,1,0
49,96,30,39,14,32,11,17,13,1,6,8,2,3,11,3,2,8,1,22379,0.99,22605,16,1110,5997,3053,92.0,48.75,0,0,0,1,0
41,117,37,20,8,44,18,14,10,6,15,5,2,3,6,0,0,1,0,21030,0.68,30926,15,1092,3807,2102,101.75,50.0,0,0,0,1,0
181,167,44,50,82,61,38,30,14,43,15,20,14,24,20,8,13,8,11,28660,0.98,29245,25,2169,7362,3085,106.25,48.75,0,0,0,1,0
5,22,20,3,0,5,4,1,4,0,2,0,0,1,1,1,0,0,0,6920,1.27,5449,4,169,875,211,120.25,66.75,0,0,0,0,1
43,21,109,7,10,26,10,9,11,7,9,7,3,6,5,2,5,4,1,22049,2.51,8784,12,737,3056,1706,116.75,55.75,0,0,0,0,1
87,57,49,22,12,32,5,14,16,14,21,9,27,1,7,7,8,6,4,18405,1.49,12352,33,1884,10524,4084,121.0,52.25,0,0,0,0,1
311,33,149,89,102,110,18,43,37,37,68,16,8,12,17,22,13,16,8,23792,1.25,19034,122,5309,41829,19953,99.0,48.0,0,0,0,0,1
344,22,103,69,75,69,18,51,30,16,55,18,16,2,6,31,12,29,10,21904,1.47,14901,161,5596,62264,25557,97.75,49.0,0,0,0,0,1
40,0,88,15,2,30,11,22,9,5,15,11,2,1,7,4,2,11,4,25302,0.79,32028,26,1068,6451,3602,104.25,52.25,0,0,0,0,1
201,15,120,120,24,54,34,39,19,6,35,16,10,11,9,18,6,15,5,38647,2.0,19324,103,3897,64496,25951,106.75,51.5,0,0,0,0,1
237,18,150,57,48,78,15,58,26,28,48,19,11,4,5,27,12,20,7,20822,0.73,28523,133,3677,31920,13483,88.0,47.0,0,0,0,0,1
75,32,68,27,12,34,8,21,14,3,22,9,12,1,2,3,3,9,2,22626,1.02,22182,47,1596,17066,7589,106.75,50.25,0,0,0,0,1
83,1,71,38,22,24,10,14,12,10,19,6,8,2,4,14,5,12,2,34437,1.02,33762,49,1828,19895,7922,112.25,52.25,0,0,0,0,1
236,19,88,231,36,30,19,27,11,18,42,13,8,2,4,33,8,22,3,14920,1.94,7691,118,4079,63573,26578,107.75,56.0,0,0,0,0,1
144,28,177,34,41,59,16,36,23,10,47,16,10,3,5,13,5,25,3,30674,1.24,24737,88,3661,37531,17964,97.5,49.0,0,0,0,0,1
73,118,62,7,11,25,21,15,15,3,18,17,11,2,8,4,1,8,3,45064,6.36,7086,39,1338,7062,3192,63.75,48.0,0,0,0,0,1
89,43,45,7,10,20,7,14,10,3,17,7,1,1,2,7,2,9,1,15934,1.43,11143,30,1504,18055,7692,116.75,57.75,0,0,0,0,1
244,18,62,259,69,99,11,43,17,16,32,15,3,3,9,33,5,41,5,17546,1.89,9284,146,4140,26210,14106,96.75,49.75,0,0,0,0,1
223,4,80,295,83,130,20,54,18,12,40,14,2,5,5,23,6,26,7,27712,2.53,10953,119,3919,29427,16284,105.5,48.75,0,0,0,0,1
867,44,469,211,190,171,47,113,61,82,147,53,19,4,4,75,35,59,31,37002,2.35,15746,418,15451,155883,65738,98.5,46.5,0,0,0,0,1
183,24,198,38,15,36,23,30,27,10,47,14,9,6,5,21,9,14,5,37336,1.15,32466,109,3775,38437,17093,100.5,46.75,0,0,0,0,1
74,60,26,13,24,26,10,13,9,19,10,9,12,6,5,4,6,3,6,16438,0.92,17867,22,2123,6888,2451,111.75,53.75,0,0,0,0,1
24,12,30,11,3,10,5,6,6,0,5,2,0,0,5,4,0,2,1,18160,1.24,14645,13,564,9506,2843,115.0,55.25,0,0,0,0,1
15,12,40,6,3,25,11,7,12,0,12,2,1,2,3,1,0,6,1,24399,2.58,9457,12,500,9755,6947,103.75,49.75,0,0,0,0,1
186,12,133,133,54,148,17,37,24,8,48,13,9,3,7,21,3,25,5,30120,2.33,12927,92,4212,38137,20010,98.25,50.25,0,0,0,0,1
33,169,29,2,1,23,10,11,13,2,17,8,4,0,4,2,2,9,4,32127,2.8,11474,13,962,17586,4287,71.5,42.5,0,0,0,0,1
35,67,59,9,12,26,9,12,11,4,7,7,5,4,3,3,2,10,1,27079,1.73,15653,15,732,2670,1468,86.5,50.75,0,0,0,0,1
40,84,141,5,7,19,12,4,6,5,4,8,9,2,5,3,3,3,1,19345,2.01,9624,9,677,2548,1436,120.75,59.0,0,0,0,0,1
271,254,146,55,129,121,30,56,35,42,51,24,30,32,23,19,18,20,11,46367,2.17,21367,74,5037,21237,10139,101.25,47.0,0,0,0,0,1
100,118,61,20,26,62,12,21,19,15,17,10,14,3,11,7,6,7,6,27752,0.98,28318,37,1553,9463,4787,108.75,49.0,0,0,0,0,1
110,82,59,91,38,74,17,44,13,23,15,17,8,28,13,9,10,19,5,26758,0.61,43866,51,1739,6643,3913,107.5,49.0,0,0,0,0,1
46,14,37,34,5,29,11,29,9,7,11,6,4,1,4,1,5,18,9,17778,0.97,18328,26,987,3944,2256,108.5,53.5,0,0,0,0,1
69,137,62,4,14,14,12,9,11,10,11,6,6,3,4,9,3,5,3,10773,2.65,4065,19,918,5176,2942,114.5,57.0,0,0,0,0,1
125,71,48,16,34,31,14,26,16,13,18,9,18,3,4,11,10,10,1,20561,0.58,35450,62,2048,17777,8056,105.75,51.0,0,0,0,0,1
130,92,87,21,51,75,17,28,20,24,23,21,14,16,12,10,11,23,7,25186,0.67,37591,43,1836,6770,3517,101.0,47.25,0,0,0,0,1
201,83,104,49,63,83,12,42,20,30,21,20,18,22,17,15,18,23,12,23921,0.71,33692,61,2439,9117,4130,107.75,47.0,0,0,0,0,1
131,197,67,35,49,82,25,31,25,26,24,22,14,18,17,9,9,17,8,36693,1.02,35974,30,1918,5646,2869,98.75,48.25,0,0,0,0,1
55,75,38,14,10,27,8,7,11,6,8,7,4,0,3,5,3,6,4,14774,1.18,12520,17,838,3711,2064,103.75,49.75,0,0,0,0,1
18,50,24,12,4,24,9,7,6,0,4,2,5,2,7,0,0,5,0,18693,2.51,7447,11,576,2185,1145,96.75,54.25,0,0,0,0,1
87,155,51,39,30,68,21,21,24,7,22,15,10,7,8,6,5,7,5,28400,0.71,40000,25,1534,5332,2717,100.5,49.0,0,0,0,0,1
261,177,97,377,97,83,42,43,30,33,39,15,22,14,16,19,11,20,6,35904,1.57,22869,74,3439,14208,7680,104.0,51.25,0,0,0,0,1
117,108,78,93,59,59,26,30,22,13,20,21,7,7,10,7,8,11,12,27996,0.79,35438,37,1830,7474,3576,106.0,49.0,0,0,0,0,1
143,87,70,42,58,85,21,29,20,24,29,16,8,12,6,9,10,16,8,22814,0.93,24531,35,1740,6824,3748,101.5,48.75,0,0,0,0,1
135,67,60,30,61,62,23,29,18,32,27,10,6,8,8,8,6,5,7,19614,0.66,29718,41,1895,9633,5619,101.0,47.0,0,0,0,0,1
26,99,10,2,8,21,10,7,8,4,8,2,9,2,2,2,4,4,2,17102,0.95,18002,9,640,3657,1511,107.0,52.75,0,0,0,0,1
34,80,12,4,11,22,11,9,10,3,9,8,5,4,5,2,3,4,2,18251,1.1,16592,13,869,3147,1440,106.0,48.5,0,0,0,0,1
45,91,46,13,15,29,9,17,12,5,7,10,0,5,9,3,1,6,4,32900,0.62,53065,21,782,2247,1385,89.0,50.0,0,0,0,0,1
52,131,29,19,14,49,21,13,16,9,12,11,2,4,6,4,5,5,7,25537,0.91,28063,11,1059,3509,2076,112.5,52.25,0,0,0,0,1
188,92,61,97,85,69,26,30,24,35,23,28,14,12,14,13,8,14,7,31153,1.01,30845,48,2117,8611,5141,99.0,50.75,0,0,0,0,1
192,97,71,35,59,74,29,26,23,17,19,18,25,14,12,15,9,6,2,28628,0.9,31809,32,2041,7973,4357,112.75,54.75,0,0,0,0,1
127,93,38,68,25,43,14,29,12,12,15,12,10,27,22,8,9,5,8,21841,1.67,13078,22,1473,5349,2905,114.75,53.0,0,0,0,0,1
76,101,41,23,31,57,17,17,15,17,14,14,12,5,11,5,6,7,3,21939,0.57,38489,16,1280,3797,2053,103.25,51.25,0,0,0,0,1
289,76,84,64,166,81,29,38,21,112,26,24,16,13,15,19,17,15,13,24064,0.72,33422,60,2542,9146,4940,103.5,48.25,0,0,0,0,1
160,90,23,24,41,20,20,11,11,17,15,12,8,4,12,8,4,9,2,21391,10.28,2081,50,1016,4252,1649,103.25,52.25,0,0,0,0,1
86,167,44,21,27,61,24,20,22,11,23,11,10,15,16,10,5,7,4,32461,3.28,9897,42,1560,5759,2946,98.25,51.0,0,0,0,0,1
419,104,230,24,135,86,18,56,28,25,72,27,31,3,6,39,15,26,9,34154,4.7,7267,173,5790,56353,19376,48.25,46.5,0,0,0,0,1
29,60,18,9,5,17,5,6,11,3,6,5,1,4,3,1,2,6,3,15140,1.0,15140,5,633,3383,1646,101.5,49.5,0,0,0,0,1
17,84,12,19,2,16,9,4,8,0,6,3,2,1,2,4,0,2,0,16199,0.99,16363,9,904,7374,2841,104.5,52.75,0,0,0,0,1
133,134,57,26,61,45,20,24,16,26,34,10,22,5,8,11,8,13,4,28261,10.87,2600,36,2040,36149,18219,101.75,49.75,0,0,0,0,1
116,89,65,49,29,38,9,25,19,18,30,18,17,3,3,8,4,12,6,23717,0.59,40198,50,1812,15763,6607,93.25,52.75,0,0,0,0,1
31,77,30,11,15,23,9,12,7,5,8,7,7,2,6,3,3,6,2,21868,0.92,23770,24,737,3541,1771,106.25,47.75,0,0,0,0,1
130,101,54,223,28,46,25,35,18,18,25,17,13,3,11,18,8,15,6,32506,0.79,41147,52,2533,19252,10413,90.75,49.0,0,0,0,0,1
117,188,109,40,24,56,25,50,18,6,29,17,11,24,20,8,6,18,6,38507,2.96,13009,64,3375,19865,9215,98.5,56.0,0,0,0,0,1
141,207,91,53,33,92,22,38,25,30,29,31,20,20,22,11,9,18,6,45668,1.04,43912,47,2621,11003,5774,97.25,50.0,0,0,0,0,1
109,130,53,202,57,48,20,27,15,25,21,8,18,3,8,7,8,19,4,24051,6.41,3752,47,3279,14018,5508,103.0,52.25,0,0,0,0,1
40,103,27,10,9,30,6,8,14,3,13,7,1,0,1,2,1,7,2,24467,2.38,10280,16,893,4698,2127,111.5,52.25,0,0,0,0,1
95,108,79,20,30,49,16,25,23,14,23,14,18,5,15,7,8,14,7,42579,1.74,24471,46,2170,17152,6906,106.5,54.25,0,0,0,0,1
74,117,84,39,23,76,21,18,18,16,17,17,8,7,11,5,6,17,4,44808,1.36,32947,34,1664,7981,4511,91.5,49.0,0,0,0,0,1
211,219,118,55,139,88,29,39,38,60,53,26,23,9,14,20,18,18,12,54562,1.12,48716,58,3048,10879,5032,102.5,48.75,0,0,0,0,1
29,105,27,9,11,33,15,8,11,4,10,3,5,3,1,3,4,3,3,19487,0.47,41462,10,855,2732,1327,106.25,49.0,0,0,0,0,1
92,92,44,29,37,63,8,16,17,19,13,18,1,3,6,4,8,11,7,22710,0.51,44529,29,1222,4170,2380,92.5,49.25,0,0,0,0,1
104,118,36,49,44,62,23,29,17,31,16,21,8,21,18,6,6,4,10,22044,0.82,26883,22,1469,3988,2033,103.25,48.5,0,0,0,0,1
160,95,53,24,114,40,20,21,21,36,26,16,7,5,9,15,10,4,10,25118,1.12,22427,30,1749,10847,4749,96.75,46.0,0,0,0,0,1
88,114,69,41,28,59,16,32,16,7,13,12,1,14,16,8,4,11,4,26509,0.53,50017,17,1275,4167,2434,97.5,49.0,0,0,0,0,1
92,148,55,25,48,48,21,22,17,12,21,15,5,10,14,10,8,8,4,35918,1.11,32359,26,1389,4179,2416,108.75,51.25,0,0,0,0,1
148,26,37,4,88,30,15,21,8,24,22,12,10,0,4,17,7,7,3,17623,2.27,7763,74,1296,7867,3565,91.25,51.75,0,0,0,0,1
40,162,26,11,16,49,24,15,16,8,18,13,8,8,7,2,4,6,7,28912,0.96,30117,9,954,2452,1312,114.25,58.0,0,0,0,0,1
10,57,15,3,5,14,7,3,8,2,4,5,0,6,5,2,1,3,1,16394,0.8,20493,5,397,1886,942,99.75,49.25,0,0,0,0,1
79,35,26,16,52,29,6,17,13,14,14,9,6,3,6,10,3,6,2,18980,3.27,5804,27,872,4957,2302,109.25,54.0,0,0,0,0,1
151,63,45,9,53,46,24,49,22,26,33,21,0,1,6,18,12,15,20,24457,8.3,2947,70,1636,15017,6843,100.0,51.0,0,0,0,0,1
76,153,42,50,27,56,23,24,20,10,18,14,14,7,14,5,4,9,2,32751,1.38,23733,24,1490,5522,2887,115.0,53.75,0,0,0,0,1
96,73,41,179,25,52,13,34,17,15,17,15,2,9,14,8,4,8,3,26496,0.76,34863,34,1367,6557,3259,99.5,52.0,0,0,0,0,1
59,137,36,31,18,30,21,14,20,5,8,7,7,21,10,4,2,2,1,25226,2.66,9483,6,1010,2618,1380,129.75,58.5,0,0,0,0,1
69,57,34,11,15,27,18,15,20,7,19,12,4,2,6,5,3,3,9,24339,0.99,24585,25,1115,3245,1346,105.5,54.25,0,0,0,0,1
151,69,34,73,98,32,17,30,14,24,22,12,6,0,6,11,6,10,3,24068,0.65,37028,41,1279,7459,3995,105.25,54.0,0,0,0,0,1
24,91,38,7,6,35,9,12,8,2,9,6,7,3,3,6,2,3,3,31175,0.68,45846,13,821,2951,1504,99.5,48.75,0,0,0,0,1
170,26,101,49,101,58,15,25,21,47,35,14,5,4,7,14,7,5,16,22525,0.54,41713,49,1687,6638,3344,103.5,49.0,0,0,0,0,1
88,62,75,18,32,68,15,30,26,21,24,15,15,12,15,12,5,8,7,25960,0.64,40563,24,1359,4356,2094,104.75,49.75,0,0,0,0,1
79,46,35,21,23,36,12,23,14,11,9,10,2,19,16,7,2,5,2,19742,0.55,35895,14,814,2356,1347,104.75,52.0,0,0,0,0,1
133,107,66,23,29,50,22,22,20,16,20,24,22,5,16,8,6,11,3,35337,0.78,45304,27,1562,6658,2983,106.5,50.75,0,0,0,0,1
85,74,46,24,23,40,12,25,20,18,21,15,4,14,11,5,4,6,2,27088,1.08,25081,28,1053,3578,1913,103.75,52.25,0,0,0,0,1
134,520,61,38,60,47,25,15,17,35,19,14,25,8,13,26,5,5,7,19579,0.67,29222,41,2150,7116,3119,119.0,48.25,0,0,0,0,1
94,46,51,15,32,35,6,10,12,8,18,9,9,0,2,6,3,7,3,15895,0.39,40756,23,965,5516,2252,104.5,51.75,0,0,0,0,1
132,70,104,76,55,72,19,34,32,22,38,19,5,10,11,18,9,10,10,34440,1.18,29186,49,1855,10350,4683,105.25,50.25,0,0,0,0,1
15,53,24,8,9,22,6,8,10,2,6,4,1,4,4,2,0,3,2,16286,0.3,54287,13,451,1385,815,103.75,57.25,0,0,0,0,1
98,37,73,48,29,67,13,27,25,13,26,19,4,10,9,5,2,9,5,30061,0.72,41751,39,1372,6845,3760,112.5,51.75,0,0,0,0,1
68,25,68,24,14,34,18,28,16,6,17,13,5,3,9,4,3,10,1,36083,2.39,15097,43,1398,16114,5853,95.0,53.0,0,0,0,0,1
160,70,80,30,66,56,13,30,23,48,25,15,5,6,4,12,11,17,8,23063,0.56,41184,38,1760,6989,3220,111.5,50.0,0,0,0,0,1
95,146,54,22,25,39,13,23,18,11,16,12,5,2,10,7,3,10,4,27902,1.39,20073,32,1309,5912,2685,105.0,56.0,0,0,0,0,1
152,40,71,88,29,57,29,21,20,18,24,15,5,1,4,10,7,20,10,30094,1.02,29504,55,2695,16544,7014,114.75,54.75,0,0,0,0,1
117,61,53,17,53,49,17,33,20,21,21,15,10,3,11,14,7,5,6,22109,0.74,29877,50,1593,10021,4797,106.5,51.75,0,0,0,0,1
49,31,24,8,27,15,13,8,5,20,16,9,3,0,2,1,5,5,2,11978,1.1,10889,24,802,5723,3005,102.25,53.0,0,0,0,0,1
140,94,68,57,22,65,14,23,15,20,21,15,11,22,20,11,9,8,8,24156,0.57,42379,33,1780,8987,4432,108.0,51.25,0,0,0,0,1
69,115,53,15,31,51,15,16,23,19,19,10,11,4,5,4,3,9,3,26893,1.68,16008,28,1433,6095,2709,108.25,52.0,0,0,0,0,1
74,103,66,38,9,43,13,26,17,2,22,8,5,4,7,8,3,16,1,29475,1.2,24563,42,1324,6185,3405,97.0,51.75,0,0,0,0,1
126,93,55,60,41,58,16,27,17,48,25,20,5,17,15,89,9,7,8,23000,1.16,19828,51,1817,6171,2926,101.0,51.25,0,0,0,0,1
109,71,50,26,48,41,21,16,11,21,14,13,15,16,13,5,7,6,4,16287,0.62,26269,22,1588,6288,3124,108.0,51.5,0,0,0,0,1
92,93,64,27,41,61,16,19,21,24,19,6,11,7,5,6,4,12,3,22564,0.55,41025,32,1674,6959,3328,101.0,49.25,0,0,0,0,1
74,78,45,21,50,49,12,22,13,17,15,6,9,3,6,6,4,8,7,17315,0.6,28858,27,1301,4543,2345,102.0,49.25,0,0,0,0,1
84,145,43,48,32,56,20,27,16,19,17,7,2,8,14,5,7,11,6,30516,2.32,13153,29,1524,4751,2226,106.5,52.5,0,0,0,0,1
267,39,77,49,226,72,14,48,24,86,49,29,3,9,5,24,17,24,12,25537,1.16,22015,144,2447,15023,7337,90.5,49.75,0,0,0,0,1
68,38,22,17,61,35,35,13,7,45,10,4,6,12,11,66,2,0,11,15250,0.4,38125,5,993,3179,1927,118.5,52.75,0,0,0,0,1
121,181,48,30,43,69,33,26,21,20,19,22,13,8,19,11,7,12,6,33835,1.31,25828,30,1698,5484,2936,110.75,53.25,0,0,0,0,1
56,135,46,18,30,56,19,20,20,13,9,9,7,11,9,6,3,6,3,33036,0.8,41295,24,1212,3361,1857,109.5,55.5,0,0,0,0,1
57,129,36,20,24,47,15,19,14,7,8,13,7,4,8,4,4,7,6,22005,0.81,27167,21,1020,7391,3286,123.75,50.5,0,0,0,0,1
117,120,27,88,33,41,26,25,10,23,13,20,12,7,7,11,14,6,7,24182,1.16,20847,35,2541,10116,4350,108.75,52.0,0,0,0,0,1
78,139,44,48,28,55,20,24,18,12,20,17,14,16,13,7,5,11,4,28950,1.02,28382,21,1460,4177,2165,109.5,53.75,0,0,0,0,1
23,89,27,5,15,19,6,10,14,2,10,5,6,1,6,3,2,2,3,22097,1.02,21664,11,728,3603,1731,125.75,54.5,0,0,0,0,1
237,151,86,35,85,79,72,34,22,37,22,19,21,14,11,66,10,8,6,35208,1.76,20005,48,7653,28133,11222,126.5,53.0,0,0,0,0,1
295,66,128,38,81,56,27,59,21,39,58,23,5,1,4,44,11,16,5,26290,1.02,25775,130,7883,92379,35909,88.75,48.0,0,0,0,0,1
135,94,66,90,104,69,49,36,20,39,17,14,4,45,17,68,8,7,8,26219,0.46,56998,26,2133,6044,3360,109.25,49.0,0,0,0,0,1
218,95,84,88,67,41,31,46,27,39,28,15,9,3,5,30,12,13,6,33426,1.03,32452,53,4477,26529,11628,99.25,50.25,0,0,0,0,1
64,168,32,9,14,30,22,17,12,8,16,13,7,2,10,4,5,7,6,24890,2.67,9322,20,1258,6199,2426,107.25,54.5,0,0,0,0,1
123,93,62,123,21,46,12,30,16,12,27,18,7,4,6,14,3,20,2,37188,1.47,25298,41,2784,15121,7719,94.0,49.0,0,0,0,0,1
78,88,33,26,32,38,16,18,18,16,20,14,5,9,17,6,7,6,5,23295,0.59,39483,17,1187,4795,2481,112.5,55.25,0,0,0,0,1
85,247,48,12,11,48,21,26,17,7,27,23,8,13,13,8,2,9,2,53500,4.6,11630,27,1729,9157,3949,90.5,51.75,0,0,0,0,1
461,178,271,591,83,51,51,82,17,34,89,28,19,6,3,63,15,16,6,24455,2.52,9704,234,16661,170886,60313,88.0,47.5,0,0,0,0,1
182,204,89,54,59,64,42,40,28,33,39,20,34,6,49,22,11,19,8,43840,2.09,20976,43,4037,25241,10157,100.5,54.5,0,0,0,0,1
81,96,29,15,30,52,21,17,14,13,15,10,7,7,12,6,5,2,7,21405,0.6,35675,16,1154,3514,1682,108.5,51.75,0,0,0,0,1
124,157,65,46,57,74,51,27,23,29,18,14,15,20,14,50,10,5,8,29916,0.92,32517,23,2087,6500,3338,117.75,48.75,0,0,0,0,1
78,80,28,15,48,36,21,15,9,25,15,11,6,3,4,11,8,2,1,18227,0.59,30893,16,994,3130,1588,108.75,52.0,0,0,0,0,1
239,173,86,112,91,87,33,55,28,48,36,26,18,37,27,25,17,17,8,36706,1.71,21465,44,3078,15728,7976,110.25,53.75,0,0,0,0,1
6,130,23,4,4,19,6,10,6,1,4,3,3,2,4,0,0,3,0,22659,1.26,17983,10,651,2009,1194,96.75,51.5,0,0,0,0,1
66,102,27,6,13,15,13,9,3,6,7,6,13,0,6,5,4,5,1,11524,1.07,10770,7,3167,10083,2997,137.25,57.0,0,0,0,0,1
33,131,24,14,15,38,18,11,10,6,10,9,6,3,6,3,3,4,3,22216,0.87,25536,5,853,2034,1144,110.5,48.0,0,0,0,0,1
72,131,29,21,31,52,25,22,17,13,10,18,7,10,12,3,5,4,6,20872,1.39,15016,18,1132,3561,1708,113.5,52.5,0,0,0,0,1
211,186,74,46,53,85,23,26,23,24,38,29,26,16,14,12,14,23,7,39040,1.41,27688,81,2841,11948,5947,105.75,52.25,0,0,0,0,1
110,226,63,17,24,60,18,39,21,26,31,25,4,4,11,10,10,24,11,41071,6.82,6022,76,1955,11629,5780,91.75,51.25,0,0,0,0,1
9,74,12,9,1,11,9,5,4,3,4,1,0,0,0,2,1,0,1,16619,0.8,20774,7,515,2188,928,100.0,50.5,0,0,0,0,1
164,233,60,22,45,70,20,22,20,33,23,26,19,4,14,12,10,12,6,40121,5.62,7139,49,3183,9518,4361,93.5,49.0,0,0,0,0,1
224,74,68,285,99,83,19,52,22,58,28,31,17,9,16,18,16,27,12,21220,0.61,34787,76,2668,10536,6216,91.75,46.25,0,0,0,0,1
82,152,42,23,34,42,21,15,16,17,12,10,5,10,8,3,8,4,2,25818,5.62,4594,17,1196,3787,1571,114.75,56.0,0,0,0,0,1
92,104,54,27,27,66,21,24,15,16,14,18,12,9,8,5,9,10,7,25483,0.44,57916,24,1567,4936,2620,106.0,49.75,0,0,0,0,1
113,81,61,18,18,55,17,26,15,20,21,21,2,10,9,10,7,14,4,34648,1.11,31214,36,1921,15772,9962,103.0,49.0,0,0,0,0,1
