기간,자치구행정동명,음료점
2019,성북구 장위1동,14
2019,성북구 장위2동,8
2019,성북구 장위3동,8
2019,성북구 정릉1동,16
2019,성북구 정릉2동,15
2019,성북구 정릉3동,19
2019,성북구 정릉4동,17
2019,성북구 종암동,45
2019,송파구 가락1동,12
2019,송파구 가락2동,41
2019,송파구 가락본동,73
2019,송파구 거여1동,16
2019,송파구 거여2동,13
2019,송파구 마천1동,14
2019,송파구 마천2동,13
2019,송파구 문정1동,34
2019,송파구 문정2동,161
2019,송파구 방이1동,50
2019,송파구 방이2동,56
2019,송파구 삼전동,55
2019,송파구 석촌동,72
2019,송파구 송파1동,88
2019,송파구 송파2동,18
2019,송파구 오금동,61
2019,송파구 오륜동,11
2019,송파구 위례동,22
2019,송파구 잠실2동,15
2019,송파구 잠실3동,50
2019,송파구 잠실4동,8
2019,송파구 잠실6동,87
2019,송파구 잠실7동,5
2019,송파구 잠실본동,82
2019,송파구 장지동,31
2019,송파구 풍납1동,10
2019,송파구 풍납2동,26
2019,양천구 목1동,103
2019,양천구 목2동,31
2019,양천구 목3동,29
2019,양천구 목4동,32
2019,양천구 목5동,33
2019,양천구 신월1동,20
2019,양천구 신월2동,10
2019,양천구 신월3동,14
2019,양천구 신월4동,16
2019,양천구 신월5동,19
2019,양천구 신월6동,3
2019,양천구 신월7동,14
2019,양천구 신정1동,28
2019,양천구 신정2동,28
2019,양천구 신정3동,20
2019,양천구 신정4동,66
2019,양천구 신정6동,13
2019,양천구 신정7동,21
2019,영등포구 당산1동,72
2019,영등포구 당산2동,74
2019,영등포구 대림1동,14
2019,영등포구 대림2동,15
2019,영등포구 대림3동,25
2019,영등포구 도림동,17
2019,영등포구 문래동,83
2019,영등포구 신길1동,23
2019,영등포구 신길3동,14
2019,영등포구 신길4동,8
2019,영등포구 신길5동,8
2019,영등포구 신길6동,31
2019,영등포구 신길7동,21
2019,영등포구 양평1동,43
2019,영등포구 양평2동,61
2019,영등포구 여의도동,287
2019,영등포구 영등포동,115
2019,영등포구 영등포본동,31
2019,용산구 남영동,60
2019,용산구 보광동,19
2019,용산구 서빙고동,10
2019,용산구 용문동,13
2019,용산구 용산2가동,48
2019,용산구 원효로1동,49
2019,용산구 원효로2동,13
2019,용산구 이촌1동,19
2019,용산구 이촌2동,7
2019,용산구 이태원1동,54
2019,용산구 이태원2동,52
2019,용산구 청파동,71
2019,용산구 한강로동,161
2019,용산구 한남동,102
2019,용산구 효창동,17
2019,용산구 후암동,40
2019,은평구 갈현1동,36
2019,은평구 갈현2동,43
2019,은평구 구산동,23
2019,은평구 녹번동,43
2019,은평구 대조동,58
2019,은평구 불광1동,37
2019,은평구 불광2동,13
2019,은평구 수색동,7
2019,은평구 신사1동,23
2019,은평구 신사2동,15
2019,은평구 역촌동,50
2019,은평구 응암1동,39
2019,은평구 응암2동,16
2019,은평구 응암3동,37
2019,은평구 증산동,14
2019,은평구 진관동,75
2019,종로구 가회동,60
2019,종로구 교남동,13
2019,종로구 무악동,7
2019,종로구 부암동,32
2019,종로구 사직동,153
2019,종로구 삼청동,80
2019,종로구 숭인1동,5
2019,종로구 숭인2동,27
2019,종로구 이화동,86
2019,종로구 종로1.2.3.4가동,416
2019,종로구 종로5·6가동,89
2019,종로구 창신1동,21
2019,종로구 창신2동,11
2019,종로구 창신3동,7
2019,종로구 청운효자동,69
2019,종로구 평창동,22
2019,종로구 혜화동,118
2019,중구 광희동,100
2019,중구 다산동,26
2019,중구 동화동,14
2019,중구 명동,267
2019,중구 소공동,161
2019,중구 신당5동,12
2019,중구 신당동,46
2019,중구 약수동,10
2019,중구 을지로동,102
2019,중구 장충동,25
2019,중구 중림동,36
2019,중구 청구동,13
2019,중구 필동,84
2019,중구 황학동,16
2019,중구 회현동,111
2019,중랑구 망우3동,14
2019,중랑구 망우본동,46
2019,중랑구 면목2동,26
2019,중랑구 면목3.8동,34
2019,중랑구 면목4동,18
2019,중랑구 면목5동,6
2019,중랑구 면목7동,19
2019,중랑구 면목본동,34
2019,중랑구 묵1동,38
2019,중랑구 묵2동,22
2019,중랑구 상봉1동,29
2019,중랑구 상봉2동,44
2019,중랑구 신내1동,37
2019,중랑구 신내2동,14
2019,중랑구 중화1동,14
2019,중랑구 중화2동,26
